federal_account_symbol,federal_account_name,agency_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total
089-4045,"Bonneville Power Administration Fund, Power Marketing Administration, Energy",Department of Energy,Energy,Energy supply,12716011.31,3105.28,0.00,809000000.00,2603888657.50,446028907.63,3858917565.13,3871636681.72,3859893044.02,3105.28,11743637.70,3898889140.49,3871636681.72
070-0533,"Border Security Fencing, Infrastructure, and Technology, U.S. Customs and Border Protection, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,89884512.20,35529099.15,0.00,0.00,0.00,0.00,0.00,125413611.35,61167867.89,58643803.15,64245743.46,201218431.12,125413611.35
070-5126,"Breach Bond/Detention Fund, Border and Transportation Security, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,13348989.73,529366.44,63890128.05,0.00,0.00,0.00,0.00,77768484.22,50953745.24,529366.44,26814738.98,60274503.95,77768484.22
069-8057,"Bridge Capacity Improvement, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,3797451.50,0.00,0.00,0.00,0.00,0.00,0.00,3797451.50,3797451.50,0.00,0.00,0.00,3797451.50
069-0516,"Bridge Improvement Demonstration Project, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
013-0554,"Broadband Technology Opportunities Program - Recovery Act, National Telecommunications and Information Administration, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,169784386.97,7930.12,0.00,0.00,0.00,0.00,0.00,169792317.09,0.00,7930.12,169792317.09,13142869.17,169792317.09
514-0204,"Broadcasting Capital Improvements, Broadcasting Board of Governors",Broadcasting Board of Governors,International Affairs,Foreign information and exchange activities,9689625.52,634161.51,9700000.00,0.00,0.00,0.00,0.00,20023787.03,5824625.06,634161.51,14199161.97,5519948.24,20023787.03
514-0208,"Broadcasting to Cuba, Broadcasting Board of Governors",Broadcasting Board of Governors,International Affairs,Foreign information and exchange activities,28143.75,0.00,0.00,0.00,0.00,0.00,0.00,28143.75,0.00,0.00,28143.75,0.00,28143.75
086-0314,"Brownfields Redevelopment, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,114717.50,0.00,0.00,0.00,0.00,0.00,0.00,114717.50,0.00,0.00,114717.50,2000000.00,114717.50
020-0935,"Build America Bond Payments - Recovery Act, Internal Revenue Service, Treasury",Department of the Treasury,General Government,General purpose fiscal assistance,0.00,0.00,3538604147.64,0.00,0.00,0.00,0.00,3538604147.64,3538604147.64,0.00,0.00,3538604147.64,3538604147.64
097-4931,"Building Maintenance Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,15131118.14,11434228.50,0.00,0.00,0.00,265874818.84,265874818.84,292440165.48,267162872.63,11434228.50,25277292.85,227796638.66,292440165.48
012-1401,"Buildings and Facilities, Agricultural Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,200995693.94,0.72,162600000.00,0.00,0.00,0.00,0.00,363595694.66,28432602.98,0.72,335163091.68,22836628.72,363595694.66
012-1601,"Buildings and Facilities, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,49148975.82,25146.36,3175000.00,0.00,0.00,0.00,0.00,52349122.18,8774681.53,25146.36,43574440.65,2455967.80,52349122.18
075-0960,"Buildings and Facilities, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,7210118.43,241470959.42,276000000.00,0.00,0.00,0.00,0.00,524681077.85,24858786.97,470959.42,499822290.88,7668895.21,524681077.85
068-0110,"Buildings and Facilities, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,16692670.19,1718105.37,34467000.00,0.00,0.00,0.00,0.00,52877775.56,41415332.30,1718105.37,11462443.26,28849199.14,52877775.56
015-1003,"Buildings and Facilities, Federal Prison System, Justice",Department of Justice,Administration of Justice,Federal correctional activities,530793762.44,0.00,195571000.00,0.00,0.00,0.00,0.00,726364762.44,138570176.85,0.00,587794585.59,85291806.49,726364762.44
075-0603,"Buildings and Facilities, Food and Drug Administration, Health and Human Services",Department of Health and Human Services,Health,Consumer and occupational health and safety,5964234.29,62709.04,19200564.00,0.00,0.00,0.00,0.00,25227507.33,14618258.64,62709.04,10609248.69,6515420.81,25227507.33
012-1501,"Buildings and Facilities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,1662898.36,44907.00,0.00,0.00,0.00,0.00,0.00,1707805.36,1169419.00,44907.00,538386.36,1169419.00,1707805.36
075-0838,"Buildings and Facilities, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,34959007.77,10930589.11,128863000.00,0.00,0.00,0.00,0.00,174752596.88,146030142.54,10930589.11,28722454.34,177157310.55,174752596.88
097-5441,"Burden Sharing Contribution, Defense",Department of Defense,National Defense,Department of Defense-Military,884429208.62,0.00,842457584.14,0.00,0.00,0.00,0.00,1726886792.76,1259403557.82,0.00,467483234.94,1258586066.80,1726886792.76
581-5577,"Bureau of Consumer Financial Protection Fund, Bureau of Consumer Financial Protection",Consumer Financial Protection Bureau,Commerce and Housing Credit,Other advancement of commerce,177095424.06,37806142.87,387397989.76,0.00,0.00,6686625.52,6686625.52,608986182.21,552981177.03,37806142.87,56005005.18,562031895.57,608986182.21
020-4502,"Bureau of Engraving and Printing Fund, Treasury",Department of the Treasury,General Government,Central fiscal operations,73858044.08,660046277.87,0.00,0.00,0.00,698332612.04,698332612.04,1432236933.99,913800646.75,9912296.95,518436287.24,766529803.97,1432236933.99
014-0685,"Bureau of Reclamation Loans Program Account, Bureau of Reclamation, Interior",Department of the Interior,Natural Resources and Environment,Water resources,5577.41,0.00,0.00,0.00,0.00,0.00,0.00,5577.41,1176.81,0.00,4400.60,1176.81,5577.41
073-8466,"Business Assistance Trust Fund, Small Business Administration",Small Business Administration,Commerce and Housing Credit,Other advancement of commerce,272459.77,0.00,0.00,0.00,0.00,1500.79,1500.79,273960.56,108279.83,0.00,165680.73,108445.55,273960.56
073-4154,"Business Loan and Investment Fund, Liquidating Account, Small Business Administration",Small Business Administration,Commerce and Housing Credit,Other advancement of commerce,0.00,0.00,1204034.86,0.00,0.00,0.00,0.00,1204034.86,1204034.86,0.00,0.00,2784303.97,1204034.86
073-1156,"Business Loans Program Account - Recovery Act, Small Business Administration",Small Business Administration,Commerce and Housing Credit,Other advancement of commerce,0.00,0.00,5455574.00,0.00,0.00,0.00,0.00,5455574.00,5455574.00,0.00,0.00,5455574.00,5455574.00
073-1154,"Business Loans Program Account, Small Business Administration",Small Business Administration,Commerce and Housing Credit,Other advancement of commerce,67208897.04,10620620.82,279212919.00,0.00,0.00,0.00,0.00,357042436.86,278972189.60,11046725.84,78070247.26,281519416.79,357042436.86
020-0921,"Business Systems Modernization, Internal Revenue Service, Treasury",Department of the Treasury,General Government,Central fiscal operations,199150106.56,2024347.75,187418421.37,0.00,0.00,0.00,0.00,388592875.68,247556936.29,4477981.78,141035939.39,246723163.78,388592875.68
019-0524,"Buying Power Maintenance Account, State",Department of State,International Affairs,Conduct of foreign affairs,53126000.00,46374000.00,0.00,0.00,0.00,0.00,0.00,99500000.00,0.00,0.00,99500000.00,0.00,99500000.00
514-1147,"Buying Power Maintenance, Broadcasting Board of Governors",Broadcasting Board of Governors,International Affairs,Foreign information and exchange activities,6642103.00,5000000.00,0.00,0.00,0.00,0.00,0.00,11642103.00,0.00,0.00,11642103.00,0.00,11642103.00
014-0687,"California Bay-Delta Restoration, Bureau of Reclamation, Interior",Department of the Interior,Natural Resources and Environment,Water resources,1862689.05,2575845.77,37000000.00,0.00,0.00,0.00,0.00,41438534.82,40015782.95,2575845.77,1422751.87,28101491.36,41438534.82
036-4014,"Canteen Service Revolving Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Other veterans benefits and services,37124652.46,284135.15,0.00,0.00,0.00,511265864.85,511265864.85,548674652.46,543646618.31,284135.15,5028034.15,520739659.78,548674652.46
069-0125,"Capital and Debt Service Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,12529593.60,50694.36,0.00,0.00,0.00,0.00,0.00,12580287.96,2387701.33,50694.36,10192586.63,64947804.37,12580287.96
069-0719,"Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,55880193.99,926747.67,0.00,0.00,0.00,0.00,0.00,56806941.66,590686.57,926747.67,56216255.09,73022907.24,56806941.66
069-0718,"Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service - Recovery Act, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,284320.98,0.00,0.00,0.00,0.00,0.00,0.00,284320.98,0.00,0.00,284320.98,0.00,284320.98
069-0724,"Capital Grants to the National Railroad Passenger Corporation - Recovery Act, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,472206.93,-472206.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
012-1103,"Capital Improvement and Maintenance, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,37054818.61,7647287.58,530855018.86,0.00,0.00,23983276.10,23983276.10,599540401.15,478490811.50,7647287.58,121049589.65,422311520.23,599540401.15
072-0300,"Capital Investment Fund of the United States Agency for International Development, Funds Appropriated to the President",Agency for International Development,International Affairs,International development and humanitarian assistance,18430764.86,1614561.84,197100000.00,0.00,0.00,0.00,0.00,217145326.70,196953374.98,1614561.84,20191951.72,188375749.92,217145326.70
019-0120,"Capital Investment Fund, State",Department of State,International Affairs,Conduct of foreign affairs,21638200.57,1582316.95,103400000.00,0.00,0.00,0.00,0.00,126620517.52,125303438.39,1582316.95,1317079.13,8628933.27,126620517.52
069-1134,"Capital Investment Grants, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,2641558249.58,3351339.95,2644960000.00,0.00,0.00,0.00,0.00,5289869589.53,1841005009.32,3351339.95,3448864580.21,1864330258.77,5289869589.53
020-8524,"Capital Magnet Fund, Community Development Financial Institutions, Departmental Offices, Treasury",Department of the Treasury,Community and Regional Development,Community development,118767154.11,500000.00,143591632.68,0.00,0.00,0.00,0.00,262858786.79,121849908.83,500000.00,141008877.96,122005661.62,262858786.79
033-0303,"Capital Repair and Restoration, John F. Kennedy Center for the Performing Arts",,"Education, Training, Employment, and Social Services",Research and general education aids,12005828.60,295717.27,16775000.00,0.00,0.00,0.00,0.00,29076545.87,8497430.42,295717.27,20579115.45,6777314.71,29076545.87
091-0400,"Career, Technical, and Adult Education, Education",Department of Education,"Education, Training, Employment, and Social Services","Elementary, secondary, and vocational education",33549252.00,3467263.22,1830686000.00,0.00,0.00,0.00,0.00,1867702515.22,1836538905.47,6029018.71,31163609.75,1628664430.70,1867702515.22
069-8002,"Carpool and Vanpool Projects, Federal Highway Administration",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
014-5558,"Carson City Special Account, Bureau of Land Management, Interior",Department of the Interior,Natural Resources and Environment,Conservation and land management,76500.50,0.00,0.00,0.00,0.00,0.00,0.00,76500.50,0.00,0.00,76500.50,0.00,76500.50
075-0943,"CDC-Wide Activities and Program Support, Centers for Disease Control, Health and Human Services",Department of Health and Human Services,Health,Health care services,354862824.41,70226049.55,497570000.00,0.00,0.00,261118396.70,261118396.70,1183777270.66,841253275.41,86763774.43,342523995.25,1091549237.99,1183777270.66
075-4553,"CDC Working Capital Fund, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,54446432.47,6484913.93,0.00,0.00,0.00,564418987.38,564418987.38,625350333.78,575613616.38,6484913.93,49736717.40,566699420.37,625350333.78
013-4512,"Census Working Capital Fund, Bureau of the Census, Commerce",Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,307755054.26,24180536.99,0.00,0.00,0.00,822660248.92,822660248.92,1154595840.17,867504051.67,24180536.99,287091788.50,830848564.10,1154595840.17
014-2645,"Centennial Challenge, National Park Service, Interior",Department of the Interior,Natural Resources and Environment,Recreational resources,26833978.04,121279.30,23000000.00,0.00,0.00,2002932.09,2002932.09,51958189.43,9772901.37,121279.30,42185288.06,3494490.06,51958189.43
